1.331647518871011071e+00,4.706941373468790692e-03
3.836172940971260825e+00,3.906218889845876341e-02
5.826805757035665723e-01,9.012002465530003512e-04
5.687554511002968383e+00,8.586404910529969736e-02
5.205205662923307885e-01,7.191773609879305090e-04
1.951899416943629673e+00,1.011288548007565659e-02
2.268348835941362551e-01,1.365777351010283107e-04
1.682825233939912790e+00,7.516890984577829886e-03
6.552372633807801439e-01,1.139613003741700350e-03
1.228964855611499318e-01,4.009028539185505662e-05
1.256747851934847948e-01,4.192340260102162431e-05
3.696034901846778187e+00,3.626037972876165055e-02
2.953832052005676445e+00,2.315964072921598144e-02
1.296659235016927703e+00,4.462846356971589788e-03
6.566634111907651672e+00,1.144579221005517233e-01
2.693490049547633824e-01,1.925710380863591227e-04
5.135873065442072560e-01,7.001462765565102378e-04
1.554450954903896731e+00,6.413783094223689772e-03
1.604837688961148479e-01,6.836321059222589093e-05
5.142173163972255656e-01,7.018650479979375231e-04
4.812900567683912278e+00,6.148568268842298512e-02
4.778722094184327807e-01,6.061551096268173212e-04
4.110256723678625157e+00,4.484335708050545682e-02
8.010690517678291656e+00,1.703335225745581660e-01
2.359536145854428113e-01,1.477792608428514780e-04
1.406317603558888407e-01,5.249610077130963196e-05
1.142509947728529290e-01,3.464816196085509142e-05
3.613527516480882218e-01,3.465955264165844745e-04
3.188187221260942450e-01,2.698036707284142072e-04
8.656636252219412242e+00,1.989108891229240672e-01
3.909158986263174373e+00,4.056270302038968850e-02
2.907349932178822094e-01,2.243648579715841137e-04
6.996677173415201123e-01,1.299403082363981927e-03
2.012522519306948254e+00,1.075082315112797782e-02
5.029295325355621626e-01,6.713894270280796640e-04
3.681070796218278152e-01,3.596735991248727841e-04
3.551468313336352822e-01,3.347927995397023920e-04
2.192011811331795179e-01,1.275398789544838216e-04
1.326911365916872421e-01,4.673519389692057922e-05
8.978874766339918878e+00,2.139952083752724443e-01
2.062292997438208708e+00,1.128914249350221853e-02
1.301111892202556908e-01,4.493549325383383055e-05
3.287119330917555038e-01,2.868079341513788435e-04
4.394310480556943510e+00,5.125564442500847584e-02
8.740353518406466904e+00,2.027767780021933197e-01
5.825437965218630332e+00,9.007771984210685701e-02
6.561766089130449675e-01,1.142882835202214259e-03
1.114290954796737371e-01,3.295774057601214582e-05
1.324132708502214317e+00,4.653966444909740825e-03
1.441172486769471073e+00,5.513052719514303229e-03
3.705665136615074462e-01,3.644958297175372426e-04
2.092387567906387247e+00,1.162102625845371287e-02
7.824752975176445524e-01,1.625180087050050052e-03
1.865122103992379987e+00,9.233678702542309422e-03
9.777360684701680071e+00,2.537485058036493824e-01
2.823636199297027805e+00,2.116302292953231232e-02
2.735693383455887751e-01,1.986529691845457775e-04
2.324361304340924472e-01,1.434060567297137836e-04
6.843334799748205910e+00,1.243070602770347394e-01
5.027515264504131665e+00,6.709142501058795727e-02
7.775746895566169048e-01,1.604886973007991482e-03
2.214213437631495918e-01,1.301365187196947091e-04
8.522473965036939658e-01,1.927931445552608179e-03
1.915585003308822309e-01,9.740092410935029005e-05
7.941070080223300742e+00,1.673856711444631218e-01
5.818340005516274616e+00,8.985834457355922067e-02
9.151275960546887411e-01,2.222918418618125350e-03
2.320429940872353214e+00,1.429213605259857175e-02
1.148456812854584536e-01,3.500979416428761872e-05
5.099625142191349658e-01,6.902981791214076986e-04
7.523879139344218370e-01,1.502601582065010016e-03
3.055630466944073476e+00,2.478345691947669502e-02
7.247917652172644054e+00,1.394397904411890654e-01
1.065538050255425973e-01,3.013687012018597991e-05
3.028382304316008522e+00,2.434342157598595041e-02
2.349352703808588738e-01,1.465064224807458590e-04
1.088091497553431486e+00,3.142614094474541642e-03
1.659957316199831001e-01,7.313984947744726602e-05
1.497317170457091451e-01,5.950970951238814801e-05
9.752541968792323157e-01,2.524619174760689075e-03
5.686024038523818547e+00,8.581784475408023305e-02
2.607371811428702557e-01,1.804538501607519526e-04
1.852153204531095998e+00,9.105714624790210016e-03
1.238466664008206708e+00,4.071260229522532213e-03
5.008753428627056303e-01,6.659161168243081606e-04
4.256179474708499555e+00,4.808394443347811797e-02
3.094475153218314567e+00,2.541758124459314247e-02
8.444877119608749094e-01,1.892983766960862650e-03
5.418501036125150661e-01,7.793248813069036159e-04
5.620879256192150564e-01,8.386267920730271523e-04
4.666632117928775969e+00,5.780525908368557703e-02
3.079997791930937368e-01,2.518030758695657175e-04
4.400007969681966613e-01,5.138864267093827456e-04
3.316829040237687654e-01,2.920158300275605334e-04
6.005844227967470639e-01,9.574329028181083898e-04
1.420039732020432766e+00,5.352555909630600170e-03
2.664415187400510088e-01,1.884360628497838859e-04
1.184615635882093759e-01,3.724904493005674064e-05
1.723636501472306792e-01,7.885905813699413207e-05
5.087832748361719171e-01,6.871093736829542468e-04
9.420500004013598883e+00,2.355635706823503706e-01
5.405562421716364474e-01,7.756074896432723145e-04
3.611867514870518825e+00,3.462771577444816867e-02
9.560354119657368699e+00,2.426097099593695627e-01
2.515790986577888244e-01,1.680000203078210622e-04
3.076701513498973362e-01,2.512643943798895433e-04
1.717035583632116724e+00,7.825621012683133676e-03
3.748329584181548491e+00,3.729372481438576747e-02
4.707243472297980347e+00,5.881573712218309685e-02
8.348699120333988866e-01,1.850111233368549298e-03
2.895322093860959178e-01,2.225122828544610042e-04
1.369046304147553794e+00,4.975039061065350370e-03
1.071978187808120958e-01,3.050226695967816280e-05
3.286970143519874821e+00,2.867819009265133029e-02
3.370211636343864448e-01,3.014911498158099625e-04
4.736620850592193066e-01,5.955215274844491381e-04
3.673210329321701550e+00,3.581391630832844036e-02
3.400796797652083647e-01,3.069881322690119416e-04
1.020700464120268158e+00,2.765392910094179903e-03
3.169514504945483591e+00,2.666525294934091531e-02
3.475891860692801871e-01,3.206954023164636908e-04
2.639919156108134768e-01,1.849871133174862362e-04
